1.59046	3.04157	0
-3.19168	3.81158	1
3.53569	-4.8173	1
-0.68131	4.86504	1
0.35074	4.6025	0
0.01659	-1.03528	1
4.16744	-0.6226	1
-3.44684	4.91187	0
-3.96117	0.79229	1
-0.9511	-3.16873	0
2.70691	1.9709	1
4.68127	-0.86602	1
-2.37591	-4.58521	0
0.28037	2.11378	1
2.31317	4.88999	0
-2.72381	3.70002	1
-0.67832	3.89178	0
-3.19256	3.89063	0
-0.14814	1.85522	0
0.96083	-3.29234	1
2.5756	-1.79749	0
3.47385	0.00234	0
2.5221	-2.12769	0
-2.22983	-3.5796	0
3.54387	2.45218	1
4.08652	2.81454	1
4.48063	4.0805	1
-2.81877	1.84183	1
-0.21319	-4.56256	1
4.21862	2.86045	0
3.79075	0.20005	0
0.6431	-0.07307	1
4.0772	3.5839	1
-3.87686	-0.48778	0
-3.64556	3.0408	1
4.62971	-0.76041	1
-2.09513	1.45865	0
-4.76615	-4.56178	1
-2.67528	-0.69328	0
-3.54088	1.78768	1
-2.43237	2.22041	1
2.15155	0.45792	0
-2.13707	0.10353	1
3.89643	-2.4434	1
-0.13221	0.28969	0
3.45541	-2.83487	1
0.93332	4.43911	1
4.27984	1.04216	1
1.05717	3.85399	0
-4.58135	-2.43678	0
0.40157	4.14705	1
-1.93198	1.15553	1
2.70732	3.24832	0
3.23218	2.69835	1
-2.30971	-2.91574	1
4.04326	-1.5452	0
-2.17877	-2.25758	0
-1.12433	-4.08702	1
-4.02368	3.14691	1
1.0673	-2.30557	0
4.0153	-1.05287	0
1.80045	0.0237	0
2.96884	1.45712	0
2.64483	-0.83132	0
2.21026	3.91347	0
-2.83986	1.63533	1
2.4008	-1.97605	0
-4.44575	-0.67844	1
-1.70521	0.51412	0
2.82405	-4.19522	1
-1.08263	-0.27824	1
-2.6344	4.92	0
3.9439	1.43324	1
2.37945	-0.88151	1
-2.40482	3.78516	0
-0.40188	-3.8029	1
2.79974	0.51469	0
-1.52703	3.50634	0
-3.03148	-4.43378	0
4.87483	-0.55071	0
4.66897	-3.32903	0
-3.05571	-1.60766	1
4.72353	-4.11224	0
1.09617	3.70219	1
-4.43723	-0.92296	1
0.5416	-1.76868	0
0.73841	-0.13425	0
1.69299	4.45733	0
-0.74562	1.2301	0
3.27103	4.91909	1
-0.73529	-0.53979	0
-1.37531	-3.50213	0
2.03003	2.67602	0
1.46028	2.72264	1
2.9046	2.91977	1
0.64803	-3.73413	0
-3.2121	-4.53914	1
-3.49299	-4.42629	0
-0.46632	2.04441	0
1.3183	-0.93879	0
2.76224	2.68458	1
-1.28561	1.86059	0
-2.82742	4.79528	1
-3.61259	-4.85726	1
-4.10869	-3.97609	0
-4.31786	2.54346	0
-0.08338	-0.82855	1
4.00111	4.69731	1
0.34654	0.22007	0
-2.84921	-1.61746	1
1.68533	4.0137	0
-0.52209	3.11264	1
-2.19926	0.20772	1
0.70269	2.11943	1
-0.58288	-0.46702	0
2.69045	-0.88365	0
-0.10462	-0.78677	1
2.22561	3.7812	0
-2.81313	-0.50229	1
-3.62195	-0.92714	0
4.92169	-3.08261	0
-1.91074	0.23858	0
1.53573	-1.59058	1
-4.33771	1.41533	0
-1.11638	2.13682	1
4.12533	-1.53777	0
0.65148	-3.16527	1
2.5821	1.97866	0
-3.09548	4.66247	1
-0.13249	-4.9032	1
-3.72468	0.69717	0
-2.37532	-4.61675	1
-3.69106	3.05204	1
4.66242	0.7313	0
-3.63075	-2.47993	0
-4.10695	3.66867	0
4.01641	-2.48696	1
-0.55556	-1.11222	0
1.6611	-3.33801	1
0.32417	-3.77334	1
-2.84177	-3.82506	1
-3.17725	-4.97147	0
-0.92375	0.34829	1
4.26048	1.82269	0
-3.08541	0.48306	0
-1.9807	2.98665	0
-1.33157	1.61176	1
-4.0857	-1.5768	0
1.52024	-0.54257	1
2.26628	1.86662	1
-2.4985	0.92181	1
-0.02313	-4.32536	1
-0.50797	4.69428	0
-3.1278	-4.37957	1
-0.71187	3.32318	0
-1.22262	-3.00041	0
-2.31894	-0.84143	0
2.51552	2.63312	0
1.75669	-2.65301	1
3.01737	-1.18089	0
-0.94207	-1.12239	0
-3.97566	1.07841	1
0.03569	2.01873	0
-1.22662	-0.9608	1
3.39849	1.24804	1
-3.64665	0.39083	0
-2.29826	-3.62833	0
4.5218	-2.34765	1
-3.04484	-0.89389	1
4.97846	3.70642	1
2.23144	3.73145	0
